mol,Core,atag,R1,btag,R2,pic50,clearance_mouse,clearance_human,logd,pampa
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc3OCOc3c2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B23,c1cc2c(cc1[*:2])OCO2,Assay Failed,low (< 5.6),low (< 12),0.45,med2high
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OC)cc2OC)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B24,COc1ccc([*:2])c(OC)c1,Assay Failed,low (< 5.6),low (< 12),0.62,med2high
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OC(F)(F)F)cc2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B25,FC(F)(F)Oc1ccc([*:2])cc1,8,high (> 30.5),low (< 12),1.65,med2high
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2c(F)c(F)c(F)c(F)c2F)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B26,Fc1c(F)c(F)c([*:2])c(F)c1F,4,medium (5.6-30.5),low (< 12),1.35,med2high
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)C(=O)C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B27,CC(=O)c1ccc([*:2])cc1,6.9,medium (5.6-30.5),low (< 12),0.64,med2high
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(Cl)c2Cl)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B28,Clc1cccc([*:2])c1Cl,Assay Failed,high (> 30.5),low (< 12),1.74,med2high
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(/C=C/C(=O)O)c2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B29,O=C(O)/C=C/c1cccc([*:2])c1,4.9,low (< 5.6),low (< 12),-0.24,low
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(/C=C/N(=O)=O)cc2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B30,O=[N+]([O-])/C=C/c1ccc([*:2])cc1,6.9,fair,poor,best,fair
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(C)c(OC)c(C)c2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B31,COc1c(C)cc([*:2])cc1C,5.4,medium (5.6-30.5),low (< 12),1.36,med2high
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3cccnc23)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B32,c1cnc2c([*:2])cccc2c1,4.1,medium (5.6-30.5),low (< 12),0.86,med2high
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(CO)c2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B33,OCc1cccc([*:2])c1,6.8,low (< 5.6),low (< 12),0.09,low
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(ccc2OC)C(C)C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B34,COc1ccc(C(C)C)cc1[*:2],4.3,medium (5.6-30.5),low (< 12),1.7,med2high
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4sc23)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B35,c1ccc2c(c1)sc1c([*:2])cccc12,4.9,high (> 30.5),low (< 12),2.5,med2high
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OC)c(OC)c2OC)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B36,COc1ccc([*:2])c(OC)c1OC,Inactive,medium (5.6-30.5),low (< 12),0.52,low
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(Cl)ccc2OC)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B37,COc1ccc(Cl)cc1[*:2],4.4,low (< 5.6),low (< 12),1.3,med2high
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(C#N)c2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B38,N#Cc1cccc([*:2])c1,5.5,medium (5.6-30.5),low (< 12),0.41,med2high
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2C(=O)C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B39,CC(=O)c1ccccc1[*:2],Inactive,high (> 30.5),low (< 12),0.64,med2high
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(CN)cc2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B40,NCc1ccc([*:2])cc1,5.2,low (< 5.6),low (< 12),0.32,low
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)C(=O)OC)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B41,COC(=O)c1ccc([*:2])cc1,Not Made,low (< 5.6),low (< 12),0.64,med2high
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(OCc3ccccc3)c2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B42,c1ccc(COc2cccc([*:2])c2)cc1,5.1,high (> 30.5),low (< 12),2.06,med2high
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(F)c(F)c(F)c2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B43,Fc1cc([*:2])cc(F)c1F,6.3,medium (5.6-30.5),low (< 12),1.2,med2high
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(F)cc2C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B44,Cc1cc(F)ccc1[*:2],5,medium (5.6-30.5),low (< 12),1.35,med2high
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(F)c(C=O)c2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B45,O=Cc1cc([*:2])ccc1F,Not Made,low (< 5.6),low (< 12),0.57,med2high
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(OC)c2F)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B46,COc1cccc([*:2])c1F,Not Made,high (> 30.5),low (< 12),0.85,med2high
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)C(=O)OCC)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B47,CCOC(=O)c1cccc([*:2])c1,5.5,low (< 5.6),low (< 12),0.88,med2high
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(C)c(F)c2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B48,Cc1ccc([*:2])cc1F,7.1,medium (5.6-30.5),low (< 12),1.35,med2high
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(F)cc(F)c2OC)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B49,COc1c(F)cc(F)cc1[*:2],Not Made,low (< 5.6),low (< 12),0.96,med2high
CCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2c(F)ccc(C)c2Cl)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A31,CCCC[*:1],B50,Cc1ccc(F)c([*:2])c1Cl,4.5,medium (5.6-30.5),low (< 12),1.71,med2high
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B01,c1ccc([*:2])cc1,6.2,high (> 30.5),low (< 12),0.41,med2high
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccc(Br)cc3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B02,Brc1ccc([*:2])cc1,6.9,high (> 30.5),low (< 12),1.23,med2high
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc(c3)N(=O)=O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B03,O=[N+]([O-])c1cccc([*:2])c1,5.4,fair,poor,best,fair
Cc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B04,Cc1ccc([*:2])cc1,6.7,high (> 30.5),low (< 12),0.71,med2high
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc4c5ccccc5oc34,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B05,c1ccc2c(c1)oc1c([*:2])cccc12,5.2,high (> 30.5),low (< 12),1.75,med2high
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc4Sc5ccccc5Sc34,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B06,c1ccc2c(c1)Sc1cccc([*:2])c1S2,5,high (> 30.5),low (< 12),2.31,med2high
CSc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B07,CSc1ccc([*:2])cc1,7.1,high (> 30.5),low (< 12),0.9,med2high
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc(c3)C(F)(F)F,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B08,FC(F)(F)c1cccc([*:2])c1,4.8,high (> 30.5),low (< 12),1.3,med2high
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3N(=O)=O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B09,O=[N+]([O-])c1ccccc1[*:2],4.1,poor,poor,best,good
Cc1ccc(cc1N(=O)=O)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B10,Cc1ccc([*:2])cc1[N+](=O)[O-],5.6,poor,poor,best,good
CC(=O)Nc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B11,CC(=O)Nc1cccc([*:2])c1,6.7,high (> 30.5),low (< 12),0.11,low
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc(F)c3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B12,Fc1cccc([*:2])c1,6.7,high (> 30.5),low (< 12),0.61,med2high
COc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B13,COc1ccccc1[*:2],4.2,high (> 30.5),low (< 12),0.36,med2high
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3Cl,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B14,Clc1ccccc1[*:2],4.7,high (> 30.5),low (< 12),0.91,med2high
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3F,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B15,Fc1ccccc1[*:2],Assay Failed,medium (5.6-30.5),low (< 12),0.5,med2high
CCOc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B16,CCOc1ccccc1[*:2],4.1,high (> 30.5),low (< 12),0.63,med2high
OCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B17,OCc1ccc([*:2])cc1,6.6,high (> 30.5),low (< 12),-0.01,low
CCCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B18,CCCc1ccc([*:2])cc1,7.1,high (> 30.5),low (< 12),1.44,med2high
CCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B19,CCc1ccc([*:2])cc1,7.6,high (> 30.5),low (< 12),1.06,med2high
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccc(OCc4ccccc4)c(F)c3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B20,Fc1cc([*:2])ccc1OCc1ccccc1,6.3,medium (5.6-30.5),low (< 12),1.7,med2high
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccccc3Oc4ccccc4,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B21,c1ccc(Oc2ccccc2[*:2])cc1,4.8,high (> 30.5),low (< 12),1.56,med2high
Cc1cccc(C)c1c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B22,Cc1cccc(C)c1[*:2],3.9,high (> 30.5),low (< 12),1.06,med2high
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccc4OCOc4c3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B23,c1cc2c(cc1[*:2])OCO2,6.6,high (> 30.5),low (< 12),0.29,low
COc1ccc(c(OC)c1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B24,COc1ccc([*:2])c(OC)c1,5.2,high (> 30.5),low (< 12),0.29,low
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccc(OC(F)(F)F)cc3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B25,FC(F)(F)Oc1ccc([*:2])cc1,7.2,high (> 30.5),low (< 12),1.29,med2high
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3c(F)c(F)c(F)c(F)c3F,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B26,Fc1c(F)c(F)c([*:2])c(F)c1F,4.1,medium (5.6-30.5),low (< 12),1.02,med2high
CC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B27,CC(=O)c1ccc([*:2])cc1,Assay Failed,high (> 30.5),low (< 12),0.33,low
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc(Cl)c3Cl,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B28,Clc1cccc([*:2])c1Cl,4.8,high (> 30.5),low (< 12),1.46,med2high
OC(=O)/C=C/c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B29,O=C(O)/C=C/c1cccc([*:2])c1,5.1,medium (5.6-30.5),low (< 12),-0.21,low
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccc(/C=C/N(=O)=O)cc3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B30,O=[N+]([O-])/C=C/c1ccc([*:2])cc1,Not Made,poor,poor,best,best
COc1c(C)cc(cc1C)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B31,COc1c(C)cc([*:2])cc1C,5.4,high (> 30.5),low (< 12),0.95,med2high
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc4cccnc34,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B32,c1cnc2c([*:2])cccc2c1,4.7,high (> 30.5),low (< 12),0.65,low
OCc1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B33,OCc1cccc([*:2])c1,6.9,high (> 30.5),low (< 12),0.03,low
COc1ccc(cc1c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O)C(C)C,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B34,COc1ccc(C(C)C)cc1[*:2],5.3,high (> 30.5),low (< 12),1.4,med2high
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc4c5ccccc5sc34,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B35,c1ccc2c(c1)sc1c([*:2])cccc12,4.7,high (> 30.5),low (< 12),2.05,med2high
COc1ccc(c(OC)c1OC)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B36,COc1ccc([*:2])c(OC)c1OC,4.4,high (> 30.5),low (< 12),0.25,low
COc1ccc(Cl)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B37,COc1ccc(Cl)cc1[*:2],4,high (> 30.5),low (< 12),0.8,med2high
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc(C#N)c3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B38,N#Cc1cccc([*:2])c1,5.5,high (> 30.5),low (< 12),0.22,low
CC(=O)c1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B39,CC(=O)c1ccccc1[*:2],Inactive,high (> 30.5),low (< 12),0.35,low
NCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B40,NCc1ccc([*:2])cc1,Not Made,low (< 5.6),low (< 12),0.2,low
COC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B41,COC(=O)c1ccc([*:2])cc1,7.3,high (> 30.5),low (< 12),0.43,low
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cccc(OCc4ccccc4)c3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B42,c1ccc(COc2cccc([*:2])c2)cc1,4.4,high (> 30.5),low (< 12),1.72,med2high
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3cc(F)c(F)c(F)c3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B43,Fc1cc([*:2])cc(F)c1F,6.1,medium (5.6-30.5),low (< 12),0.82,med2high
Cc1cc(F)ccc1c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B44,Cc1cc(F)ccc1[*:2],4.9,high (> 30.5),low (< 12),0.88,med2high
OC(=O)[C@H](COCc1ccccc1)NS(=O)(=O)c2ccc(cc2)c3ccc(F)c(C=O)c3,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B45,O=Cc1cc([*:2])ccc1F,Not Made,high (> 30.5),low (< 12),0.28,low
COc1cccc(c1F)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B46,COc1cccc([*:2])c1F,4.7,high (> 30.5),low (< 12),0.48,med2high
CCOC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B47,CCOC(=O)c1cccc([*:2])c1,5.2,high (> 30.5),low (< 12),0.72,low
Cc1ccc(cc1F)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B48,Cc1ccc([*:2])cc1F,6.8,high (> 30.5),low (< 12),0.88,med2high
COc1c(F)cc(F)cc1c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B49,COc1c(F)cc(F)cc1[*:2],4.3,high (> 30.5),low (< 12),0.58,med2high
Cc1ccc(F)c(c1Cl)c2ccc(cc2)S(=O)(=O)N[C@@H](COCc3ccccc3)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A32,c1ccc(COC[*:1])cc1,B50,Cc1ccc(F)c([*:2])c1Cl,Not Made,high (> 30.5),low (< 12),1.38,med2high
CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A33,CC(C)(C)OC[*:1],B01,c1ccc([*:2])cc1,5.5,low (< 5.6),low (< 12),-0.04,med2high
CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(Br)cc2)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A33,CC(C)(C)OC[*:1],B02,Brc1ccc([*:2])cc1,6.5,low (< 5.6),low (< 12),0.78,med2high
CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)N(=O)=O)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A33,CC(C)(C)OC[*:1],B03,O=[N+]([O-])c1cccc([*:2])c1,4.5,fair,poor,best,poor
Cc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A33,CC(C)(C)OC[*:1],B04,Cc1ccc([*:2])cc1,6.2,low (< 5.6),low (< 12),0.34,med2high
CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4oc23)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A33,CC(C)(C)OC[*:1],B05,c1ccc2c(c1)oc1c([*:2])cccc12,4.4,high (> 30.5),low (< 12),1.39,med2high
CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3Sc4ccccc4Sc23)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A33,CC(C)(C)OC[*:1],B06,c1ccc2c(c1)Sc1cccc([*:2])c1S2,4.7,medium (5.6-30.5),low (< 12),2.1,med2high
CSc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A33,CC(C)(C)OC[*:1],B07,CSc1ccc([*:2])cc1,6.5,medium (5.6-30.5),low (< 12),0.48,med2high
CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)C(F)(F)F)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A33,CC(C)(C)OC[*:1],B08,FC(F)(F)c1cccc([*:2])c1,5.5,low (< 5.6),low (< 12),0.84,med2high
CC(C)(C)OC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2N(=O)=O)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A33,CC(C)(C)OC[*:1],B09,O=[N+]([O-])c1ccccc1[*:2],4.4,poor,poor,best,poor
Cc1ccc(cc1N(=O)=O)c2ccc(cc2)S(=O)(=O)N[C@@H](COC(C)(C)C)C(=O)O,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A33,CC(C)(C)OC[*:1],B10,Cc1ccc([*:2])cc1[N+](=O)[O-],4.8,good,poor,best,fair
